state, lat, lon
 "New York", 40.75475949, -73.92390937
 "Florida", 30.39187383, -86.4239209
 "Georgia", 33.98084074, -84.07841206
 "Michigan", 42.1995, -83.25303
 "Florida", 25.68846546, -80.39303026
 "Ohio", 40.98635315, -81.63536489
 "New York", 40.74276196, -73.97692323
 "North Carolina", 34.76407154, -77.37876192
 "Maryland", 39.03426644, -76.6874899
 "Ohio", 39.43129324, -84.62242419
 "Florida", 27.05630677, -82.4103713
 "Maryland", 39.21702678, -76.86369896
 "Florida", 26.16989627, -80.11519531
 "New York", 40.7565708, -73.9885711
 "Connecticut", 41.23478535, -73.03724824
 "Michigan", 42.99594336, -84.16749895
 "Virginia", 37.27915666, -76.74132458
 "Florida", 28.37001555, -81.52068638
 "New Jersey", 40.58643336, -74.61917282
 "Virginia", 37.56037459, -77.37346319
 "Illinois", 41.76547656, -88.20255063
 "Florida", 28.55594022, -81.20062092
 "District of Columbia", 38.90181532, -77.03733586
 "Florida", 28.47468856, -81.45135771
 "Florida", 28.5335, -81.3758
 "Florida", 30.2074, -85.8515
 "Florida", 30.18895, -85.71184
 "New Jersey", 40.91532869, -74.0767014
 "New Jersey", 40.90936127, -74.55820084
 "New York", 40.69053286, -73.99216772
 "Florida", 30.19298, -81.56475
 "New York", 40.58615069, -73.92992048
 "Massachusetts", 42.21854815, -71.03326234
 "Florida", 27.301, -82.52848
 "New York", 40.74097362, -73.78434062
 "New Jersey", 40.72690102, -74.03768063
 "Michigan", 42.77903284, -86.07972741
 "Massachusetts", 41.87746667, -69.99191111
 "Illinois", 42.08172639, -87.98114397
 "New York", 40.78679465, -73.97763963
 "Tennessee", 36.53142141, -82.2489403
 "Ohio", 39.96378925, -82.99527267
 "Ohio", 41.6613432, -81.3592068
 "New Hampshire", 43.09493129, -70.80082023
 "Florida", 26.2833218, -80.18849358
 "Florida", 26.70127709, -80.20444111
 "Wisconsin", 42.88304771, -88.04121494
 "Wisconsin", 43.04004967, -88.18362383
 "Massachusetts", 42.1448482, -70.83843188
 "Massachusetts", 42.3948212, -71.07991079
 "New York", 43.14378199, -77.71336755
 "Illinois", 41.71293697, -88.20888519
 "New York", 41.42793714, -73.57591557
 "Florida", 30.32674243, -81.55465346
 "Ohio", 41.30556537, -81.6399596
 "Wisconsin", 43.16958364, -89.27230239
 "New York", 40.7565708, -73.9885711
 "North Carolina", 36.12919, -79.85841
 "Virginia", 38.95894, -77.35794
 "North Carolina", 35.44646984, -80.87791753
 "Illinois", 41.71559589, -87.78282166
 "New Jersey", 40.72690102, -74.03768063
 "Michigan", 42.54823293, -83.79862119
 "Florida", 27.301, -82.52848
 "Maryland", 39.40087643, -76.60039186
 "Florida", 27.83667608, -82.68587764
 "West Virginia", 38.413, -82.4336
 "Massachusetts", 42.16343, -71.06227
 "Florida", 26.54957057, -81.86813302
 "New Jersey", 39.83466438, -75.10059425
 "Maryland", 39.132, -77.2264
 "Massachusetts", 42.19521274, -73.36308971
 "New Jersey", 40.24900502, -74.6940279
 "Florida", 25.879602, -80.32063
 "Tennessee", 35.75802723, -83.92133676
 "Florida", 28.24973239, -82.34792019
 "Illinois", 41.83981736, -88.00265551
 "Pennsylvania", 39.95171033, -75.20302661
 "Indiana", 39.42743126, -87.42387089
 "Virginia", 38.91774586, -77.21980512
 "North Carolina", 36.48370403, -79.78907713
 "New Jersey", 40.78531821, -74.04664993
 "Massachusetts", 42.48123182, -71.21872144
 "Georgia", 33.26987763, -84.29482907
 "Virginia", 38.91774586, -77.21980512
 "North Carolina", 36.28652796, -78.40650946
 "Illinois", 42.18002652, -88.33353621
 "New Hampshire", 42.79724985, -71.47629551
 "Florida", 26.1370663, -80.1895552
 "Wisconsin", 43.16958364, -89.27230239
 "New York", 40.75475949, -73.92390937
 "Florida", 28.36968099, -81.51940374
 "New Jersey", 39.90486001, -74.9357298
 "Kentucky", 38.30171, -85.55803
 "Maryland", 39.30805935, -76.75116374
 "Florida", 26.0253154, -80.22802228
 "Indiana", 37.99228421, -87.49417564
 "New York", 40.77393, -73.531426
 "Florida", 27.39560293, -82.43456662
 "Maryland", 39.49943366, -76.65606344
 "Michigan", 42.3233051, -83.4299662
 "Virginia", 38.91774586, -77.21980512
 "Connecticut", 41.62947293, -72.743528
 "New York", 40.78679465, -73.97763963
 "Virginia", 38.28899437, -77.50992179
 "New York", 40.74097362, -73.78434062
 "Alabama", 32.50203953, -85.30271383
 "New York", 40.75475949, -73.92390937
 "Florida", 30.41584272, -86.65831116
 "Illinois", 42.27067476, -88.95338668
 "Kentucky", 38.48600275, -82.6527799
 "New York", 43.71094384, -74.97270405
 "Pennsylvania", 40.43897374, -80.14660478
 "North Carolina", 36.034942, -79.959037
 "Tennessee", 35.12961386, -85.23716927
 "New York", 40.661971, -73.840414
 "New Jersey", 40.31516449, -74.66153999
 "Indiana", 39.92493753, -86.0259835
 "Kentucky", 38.2215, -85.5288
 "Massachusetts", 42.09403491, -71.26556396
 "Georgia", 34.04024045, -84.67760682
 "South Carolina", 34.18473816, -79.8419342
 "North Carolina", 35.51116428, -82.52487659
 "Florida", 28.47355463, -81.46495274
 "New York", 40.71405003, -73.95984122
 "Maryland", 38.99667131, -77.02544421
 "Virginia", 38.9819, -77.5389
 "New Hampshire", 43.60278035, -71.45825156
 "Indiana", 38.01651767, -87.57844598
 "North Carolina", 35.8485129, -78.88928388
 "Massachusetts", 42.3948212, -71.07991079
 "Ohio", 41.4808046, -83.97914886
 "New York", 43.20407697, -78.47066128
 "Pennsylvania", 40.99025949, -75.2233528
 "Georgia", 33.70338503, -84.3478775
 "Wisconsin", 45.13793161, -87.19812155
 "New York", 43.22448357, -75.48353877
 "Maryland", 38.99667131, -77.02544421
 "Illinois", 40.07293583, -88.2521955
 "Puerto Rico", 18.1873678, -65.88781558
 "Indiana", 40.83887712, -85.7927759
 "Florida", 27.73674, -82.4276299
 "Ohio", 41.4541, -83.9761
 "Pennsylvania", 39.9415281, -76.69355035
 "Georgia", 31.21760259, -81.48888603
 "New Jersey", 40.54909876, -74.42470256
 "Georgia", 33.9444102, -83.41082096
 "Indiana", 39.76821899, -86.33827624
 "Georgia", 33.398733, -84.616948
 "Maryland", 39.40087643, -76.60039186
 "Florida", 29.65390909, -82.38022656
 "Wisconsin", 42.5218, -88.9827
 "Kentucky", 38.4861378, -82.6529359
 "Illinois", 42.04879133, -87.68461858
 "Virginia", 38.80236, -77.0708499
 "Florida", 26.84976549, -80.09436607
 "Florida", 26.37672474, -80.11279646
 "Indiana", 37.97308928, -87.643622
 "Michigan", 41.9017605, -85.99457971
 "Indiana", 39.76561764, -86.1597987
 "Indiana", 39.90716855, -86.06414795
 "New York", 43.1558906, -78.7482488
 "Pennsylvania", 40.08380132, -74.96173382
 "New Jersey", 40.80883149, -74.38230157
 "Pennsylvania", 40.075245, -74.968328
 "Indiana", 41.69640438, -86.19422436
 "New York", 40.73981118, -73.6155653
 "Mississippi", 34.30008029, -88.70527625
 "Connecticut", 41.16067846, -73.22864281
 "Ohio", 41.49088924, -81.73730971
 "Indiana", 39.78244475, -85.80628685
 "Tennessee", 35.21865127, -88.24034474
 "Illinois", 37.75074984, -88.97917536
 "Florida", 25.79027211, -80.14077692
 "Wisconsin", 42.913305, -87.934274
 "New York", 40.77476507, -73.98198997
 "Maine", 44.38766748, -68.20533869
 "Alabama", 34.8345095, -87.63664126
 "Alabama", 33.5472373, -86.5977689
 "Tennessee", 36.082168, -86.733619
 "New York", 40.72025189, -73.98865337
 "Massachusetts", 42.09403491, -71.26556396
 "Virginia", 36.82088, -75.98369
 "Illinois", 41.8693531, -87.63275743
 "North Carolina", 36.0696085, -79.51017434
 "New York", 42.99308499, -78.80433619
 "Florida", 28.82573942, -81.78394335
 "Florida", 25.70497, -80.28623
 "Pennsylvania", 40.68178126, -80.30777705
 "Virginia", 38.7628165, -77.46283884
 "Maryland", 39.03426644, -76.6874899
 "Illinois", 42.095, -87.9809
 "Georgia", 33.87887788, -84.45622802
 "Maryland", 39.37066372, -76.46461308
 "Virginia", 37.25867367, -77.32502232
 "New York", 40.72765333, -73.50303949
 "Illinois", 41.8369, -87.6844
 "Connecticut", 41.4174, -73.414376
 "Georgia", 33.96935195, -84.0185677
 "Maryland", 39.16033107, -76.72409534
 "New York", 40.77899454, -73.77880894
 "New Jersey", 40.93612, -74.21624
 "Maryland", 39.40087643, -76.60039186
 "Tennessee", 35.943633, -86.824025
 "Michigan", 42.53112669, -83.11103582
 "Georgia", 34.06246809, -84.4230546
 "Massachusetts", 41.96903527, -70.71656004
 "Illinois", 41.93006355, -87.68845273
 "Puerto Rico", 18.40758093, -66.16278535
 "North Carolina", 36.21858008, -81.66236466
 "Ohio", 39.24476247, -84.59898471
 "Maryland", 39.11591053, -77.19792366
 "New Jersey", 41.15636286, -74.34498414
 "Florida", 28.47015304, -81.44705603
 "Tennessee", 36.4995, -86.8787
 "Ohio", 39.96378925, -82.99527267
 "Massachusetts", 41.28479816, -70.09798132
 "New York", 40.75632, -73.87789
 "Illinois", 41.94638073, -88.02629878
 "South Carolina", 32.7893, -79.9863
 "Ohio", 41.2164544, -80.74902534
 "Illinois", 41.50827141, -87.66801257
 "Georgia", 34.96667133, -83.81543505
 "Alabama", 33.40617689, -86.6668312
 "Wisconsin", 42.91304774, -87.9341197
 "Florida", 24.55, -81.8
 "North Carolina", 35.58780493, -80.85673858
 "Kentucky", 38.24781706, -85.6245435
 "Florida", 28.07709218, -80.69839954
 "Florida", 28.47341964, -81.45035325
 "South Carolina", 33.67029835, -78.93967241
 "Massachusetts", 41.87768777, -69.99116965
 "Connecticut", 41.23478535, -73.03724824
 "Massachusetts", 42.69708799, -73.11067303
 "Wisconsin", 45.13787911, -87.19840345
 "Illinois", 41.8693531, -87.63275743
 "Virginia", 36.8345, -76.0872
 "Ohio", 40.9864161, -81.63581693
 "New York", 40.7565708, -73.9885711
 "Indiana", 39.9568253, -86.1175461
 "Pennsylvania", 39.97825178, -75.43924913
 "Alabama", 34.83447119, -87.63694589
 "New York", 40.78679465, -73.97763963
 "Florida", 28.37012666, -81.5204506
 "Virginia", 36.8159599, -76.07288
 "Virginia", 36.7665484, -76.01591647
 "New York", 40.71405003, -73.95984122
 "Florida", 25.79027211, -80.14077692
 "Illinois", 42.04879133, -87.68461858
 "North Carolina", 35.74510539, -78.88280958
 "Pennsylvania", 40.18545243, -74.88354567
 "New York", 40.75475949, -73.92390937
 "Ohio", 39.31971, -84.42158264
 "Kentucky", 37.9842665, -84.5313059
 "Illinois", 41.92463998, -88.2701683
 "New Jersey", 40.54772615, -74.33598835
 "New Jersey", 40.54771893, -74.33599122
 "Indiana", 39.91386312, -86.26553797
 "New York", 40.91949207, -73.04153948
 "Georgia", 32.43408902, -81.76305306
 "North Carolina", 36.3701815, -75.8246568
 "Georgia", 33.398733, -84.616948
 "Maryland", 38.96876096, -76.95195611
 "Tennessee", 36.33666, -82.4325
 "Illinois", 41.92134177, -87.66557265
 "Ohio", 41.45812313, -81.85922851
 "New York", 40.74097362, -73.78434062
 "Illinois", 41.92134177, -87.66557265
 "Florida", 25.70519148, -80.28632641
 "New York", 40.75687433, -73.98902033
 "New York", 42.57475503, -73.80549163
 "Michigan", 42.53112669, -83.11103582
 "Florida", 25.70519148, -80.28632641
 "Illinois", 41.83981736, -88.00265551
 "Pennsylvania", 40.068, -76.31695
 "Indiana", 39.63316484, -86.12390109
 "Indiana", 39.63316484, -86.12390109
 "Georgia", 33.83511039, -84.38267899
 "Massachusetts", 42.3367691, -71.1975937
 "South Carolina", 34.96853265, -81.88665794
 "New Jersey", 40.257834, -74.290258
 "New Jersey", 40.7396366, -74.3656369
 "North Carolina", 35.108359, -80.87510347
 "Florida", 26.1358, -80.1418
 "Maryland", 38.67609165, -76.87298283
 "New York", 40.771006, -73.835946
 "Michigan", 42.41445105, -83.41760159
 "Massachusetts", 42.29347888, -71.77140713
 "Florida", 28.23436, -81.64319
 "South Carolina", 34.8507, -82.33793
 "South Carolina", 32.74906632, -79.97467226
 "Illinois", 41.51720769, -87.99016713
 "Pennsylvania", 40.16125203, -75.00543984
 "Alabama", 34.718687, -86.67359889
 "New Jersey", 40.82858596, -74.14026976
 "Connecticut", 41.12724344, -73.38472366
 "Ohio", 40.9864161, -81.63581693
 "District of Columbia", 38.89903937, -77.021594
 "Florida", 25.64438868, -80.3392195
 "Illinois", 41.94611, -88.12137
 "Wisconsin", 43.0833565, -88.0358119
 "Indiana", 39.70168934, -86.15255356
 "Ohio", 41.42688067, -81.73764825
 "North Carolina", 35.73913354, -78.77670562
 "Illinois", 41.89256616, -87.62480736
 "Tennessee", 36.59135, -82.26106
 "South Carolina", 33.71617564, -78.87809942
 "Illinois", 41.89115759, -87.61915224
 "Maryland", 39.2180179, -76.86248733
 "Pennsylvania", 39.95389039, -75.20289022
 "Florida", 28.05162504, -82.70029306
 "New Jersey", 39.71628402, -75.02850152
 "Virginia", 37.67276112, -77.45469656
 "Ohio", 40.14660968, -82.98628092
 "Virginia", 38.06464205, -78.49288411
 "Connecticut", 41.36046581, -73.09418742
 "New York", 40.74276196, -73.97692323
 "Florida", 27.94282486, -82.32401133
 "New York", 40.7523339, -73.9941811
 "Missouri", 37.2983479, -89.5813633
 "New York", 40.93111, -73.76084
 "Virginia", 39.03270084, -77.42514103
 "New Jersey", 40.48908111, -74.41530644
 "Florida", 26.03662019, -80.16284452
 "New York", 40.75242866, -73.99426568
 "New Jersey", 40.78531821, -74.04664993
 "New York", 40.55973, -74.1640199
 "Virginia", 39.09073367, -77.52678394
 "Illinois", 41.89256616, -87.62480736
 "Maryland", 39.11591053, -77.19792366
 "Maryland", 39.16033107, -76.72409534
 "Illinois", 41.7654982, -88.20257664
 "Maryland", 39.25655304, -76.82227474
 "New Jersey", 40.67664436, -75.1478746
 "New York", 40.77899454, -73.77880894
 "New Jersey", 40.69980504, -75.14227518
 "New Jersey", 39.91545, -74.94549
 "North Carolina", 35.33336697, -80.71724589
 "New York", 40.73157, -73.98867
 "Ohio", 40.05090945, -82.91510582
 "New York", 41.32699662, -74.18889494
 "New York", 40.74234739, -73.59642506
 "New York", 40.68488585, -73.99451819
 "North Carolina", 36.06977602, -79.51041698
 "New Jersey", 40.66812, -74.10589
 "Florida", 25.79027211, -80.14077692
 "Massachusetts", 41.79635301, -71.32327821
 "Tennessee", 36.59135, -82.26106
 "Maryland", 39.17795366, -76.81971903
 "New York", 40.78679465, -73.97763963
 "Tennessee", 36.16803, -82.8094799
 "New York", 40.74276196, -73.97692323
 "Illinois", 41.94638073, -88.02629878
 "Massachusetts", 42.69678545, -71.44209558
 "Florida", 28.23436, -81.64319
 "Illinois", 42.03933323, -88.03473473
 "Connecticut", 41.05431757, -73.54109065
 "Florida", 28.66654766, -81.38066769
 "Pennsylvania", 41.4703637, -75.63299887
 "Connecticut", 41.56528, -72.90709
 "Florida", 28.47015304, -81.44705603
 "Alabama", 32.35809452, -86.13360162
 "Alabama", 49.89820451, -40.70470542
 "Florida", 30.3934, -86.4753
 "Tennessee", 35.965, -83.919444
 "Georgia", 33.95308293, -84.23599115
 "Illinois", 42.23679312, -87.94581316
 "Michigan", 42.28676434, -83.80424303
 "Virginia", 37.21231, -80.40127
 "District of Columbia", 38.89903937, -77.021594
 "Georgia", 32.4649, -83.7212
 "Ohio", 39.6433899, -84.22794
 "Wisconsin", 43.23122756, -87.92199612
 "Pennsylvania", 40.569842, -80.0202077
 "New Jersey", 39.7163109, -75.02849746
 "Massachusetts", 42.39128198, -71.13820732
 "New Jersey", 40.54795565, -74.33591878
 "Florida", 26.21705499, -81.77185392
 "Michigan", 42.29868902, -85.6569298
 "Indiana", 40.42172264, -86.90130209
 "New York", 40.75475949, -73.92390937
 "New York", 42.91539976, -78.76241785
 "New York", 40.85816834, -73.93090256
 "Georgia", 34.02206753, -84.56108686
 "Georgia", 34.19947, -84.13518
 "New York", 40.73850832, -73.98997896
 "New York", 40.75242866, -73.99426568
 "South Carolina", 32.74906632, -79.97467226
 "Florida", 26.85046885, -80.0930983
 "South Carolina", 34.9449344, -82.00007625
 "Florida", 28.37475236, -81.55095606
 "Georgia", 34.02679041, -84.04292463
 "New York", 40.78702581, -73.97756975
 "Ohio", 41.15107467, -81.50726144
 "Maryland", 39.04580678, -76.93721294
 "North Carolina", 35.8485129, -78.88928388
 "New York", 40.72077232, -73.84349427
 "Virginia", 37.25372192, -77.39479043
 "Maryland", 39.33638891, -76.40426578
 "Florida", 25.47526753, -80.44579072
 "Tennessee", 36.10591076, -86.76186495
 "Florida", 28.37480716, -81.55093135
 "North Carolina", 36.15551062, -80.3162103
 "North Carolina", 34.69954244, -76.82997132
 "Maryland", 39.16033107, -76.72409534
 "Pennsylvania", 40.57156, -80.01735
 "Massachusetts", 42.4059216, -71.14271348
 "Florida", 28.47378802, -81.46504997
 "Michigan", 42.66043, -84.55063
 "Florida", 28.44441594, -81.47101269
 "New York", 40.63361467, -74.02073697
 "Florida", 25.79027211, -80.14077692
 "New York", 43.06929835, -76.17369466
 "Michigan", 42.5266, -83.7838
 "New York", 43.10446177, -78.69581929
 "New York", 42.91492414, -77.70807253
 "Georgia", 33.95282, -84.2355
 "Kentucky", 38.40175225, -82.71309643
 "Illinois", 42.15882258, -88.05481911
 "Florida", 28.03310315, -82.54257917
 "Massachusetts", 42.35323182, -71.06381251
 "Florida", 24.90339433, -80.65093498
 "Florida", 27.94282486, -82.32401133
 "Florida", 28.34666426, -81.42264426
 "Florida", 28.34666426, -81.42264426
 "Indiana", 39.71123073, -86.36012448
 "Florida", 30.47308108, -81.64346712
 "Massachusetts", 41.80276653, -70.76710224
 "New York", 40.77393, -73.531426
 "Illinois", 41.89256616, -87.62480736
 "Massachusetts", 42.69678545, -71.44209558
 "Michigan", 42.44784477, -85.66799641
 "New York", 40.73157, -73.98867
 "South Carolina", 34.068313, -81.154716
 "New Jersey", 39.83472115, -75.1005102
 "New York", 40.73981118, -73.6155653
 "New York", 40.73850832, -73.98997896
 "Connecticut", 41.8317, -72.6177
 "Maryland", 38.4488793, -75.05278409
 "Ohio", 39.99665136, -83.02761213
 "New York", 40.7276036, -73.42580866
 "Georgia", 33.88413275, -84.73946048
 "Florida", 29.23136178, -81.01002932
 "New York", 40.73850832, -73.98997896
 "Massachusetts", 42.53117348, -71.7459514
 "Florida", 25.78111669, -80.19240081
 "Michigan", 42.242897, -83.2386358
 "Tennessee", 36.165, -86.78388889
 "Georgia", 33.550917, -84.373754
 "Florida", 28.37142018, -81.51765994
 "New Jersey", 39.43232462, -75.03184681
 "Maryland", 38.95094838, -76.73951626
 "Wisconsin", 43.06450826, -88.04452957
 "Florida", 28.37012666, -81.5204506
 "New Jersey", 40.54795565, -74.33591878
 "New York", 40.75693, -73.99054
 "Georgia", 34.07463056, -83.91363819
 "New Jersey", 39.93608989, -75.02834363
 "Massachusetts", 42.35323182, -71.06381251
 "Tennessee", 35.06381415, -89.75881983
 "North Carolina", 36.07736376, -79.82104361
 "North Carolina", 36.07736376, -79.82104361
 "New York", 40.78679465, -73.97763963
 "New York", 41.31051848, -73.86747301
 "New York", 40.7752394, -73.9818841
 "Connecticut", 41.228994, -73.183266
 "Florida", 28.47378802, -81.46504997
 "Pennsylvania", 40.57156, -80.01735
 "Florida", 29.86192496, -81.34180803
 "Georgia", 33.8438828, -84.48961267
 "Florida", 27.9775301, -82.8270846
 "Illinois", 40.51204005, -88.99899056
 "Pennsylvania", 39.93832819, -75.35805702
 "Massachusetts", 42.43215054, -71.02023257
 "New York", 40.71461229, -74.01515282
 "Delaware", 39.19487117, -75.54018667
 "New York", 40.76043711, -73.98960433
 "Florida", 26.81103837, -80.12069464
 "Illinois", 41.83361042, -87.83411565
 "Maryland", 38.54418946, -76.59132855
 "South Carolina", 33.03666644, -80.16069875
 "Tennessee", 35.965, -83.919444
 "Ohio", 39.1759813, -84.64026638
 "New York", 40.87540318, -73.12653422
 "Tennessee", 36.58940132, -87.28679417
 "Ohio", 41.45812313, -81.85922851
 "Massachusetts", 42.34446268, -71.10163543
 "Massachusetts", 42.3030869, -71.39074802
 "New York", 40.82515, -73.9211
 "Georgia", 31.99247482, -80.84689147
 "New York", 43.08664217, -78.9934231
 "New York", 40.75475949, -73.92390937
 "Florida", 28.43244425, -81.46922156
 "New York", 40.65680459, -73.6454605
 "North Carolina", 35.75815424, -78.73481176
 "New York", 40.75242866, -73.99426568
 "Michigan", 42.44805436, -85.66792623
 "Virginia", 38.82958, -77.43664
 "South Carolina", 33.20221379, -79.99286718
 "Maryland", 39.40087643, -76.60039186
 "Florida", 27.3373, -82.5353
 "Virginia", 38.91774586, -77.21980512
 "Maryland", 39.11591053, -77.19792366
 "New Jersey", 40.54795565, -74.33591878
 "Illinois", 41.8127646, -87.8697273
 "Pennsylvania", 41.55281414, -75.22521601
 "Florida", 25.93572047, -80.12125019
 "New York", 40.7453, -73.9058
 "Pennsylvania", 40.21649342, -75.1428478
 "Illinois", 41.81261146, -87.86992854
 "South Carolina", 33.71617564, -78.87809942
 "Massachusetts", 42.48123182, -71.21872144
 "New Jersey", 40.88809794, -74.25109863
 "Georgia", 33.76299339, -84.39474045
 "New York", 40.74234739, -73.59642506
 "New York", 41.09765847, -73.95721436
 "Illinois", 41.99070894, -87.68302202
 "New Jersey", 40.78531821, -74.04664993
 "Maryland", 39.40087643, -76.60039186
 "Florida", 30.15763423, -81.6477323
 "Michigan", 42.49067542, -83.48553658
 "Georgia", 33.94912485, -84.13986156
 "New Hampshire", 42.76185407, -71.4980793
 "New Hampshire", 42.76200679, -71.49847592
 "Florida", 28.0169426, -82.73490648
 "Ohio", 40.58857715, -83.13357894
 "Connecticut", 41.8009, -72.548
 "North Carolina", 36.06981555, -79.78709462
 "Connecticut", 41.05460481, -73.53792194
 "New York", 40.58615069, -73.92992048
 "New York", 40.75242866, -73.99426568
 "Indiana", 38.28371, -85.73656
 "Illinois", 41.59213729, -87.85348158
 "Ohio", 39.95980073, -83.00679584
 "Massachusetts", 42.3948212, -71.07991079
 "Florida", 25.8011398, -80.1993179
 "North Carolina", 35.7659648, -78.0063382
 "Alabama", 30.25038774, -88.07805666
 "New Jersey", 40.7427902, -74.2465897
 "Wisconsin", 42.91304774, -87.9341197
 "Florida", 28.37012666, -81.5204506
 "Florida", 28.44323552, -81.46877002
 "Illinois", 41.92134177, -87.66557265
 "New Jersey", 40.78531821, -74.04664993
 "New York", 40.91209639, -73.77950412
 "Pennsylvania", 39.92928687, -75.14492614
 "District of Columbia", 38.89903937, -77.021594
 "Florida", 27.94282486, -82.32401133
 "District of Columbia", 38.89903937, -77.021594
 "Georgia", 33.85268648, -84.36251163
 "North Carolina", 35.33336697, -80.71724589
 "Florida", 27.83667608, -82.68587764
 "New Jersey", 40.96211333, -74.24390061
 "New Jersey", 40.96211333, -74.24390061
 "Maryland", 38.62017743, -76.92783613
 "North Carolina", 35.48498858, -82.55787385
 "Florida", 25.79027211, -80.14077692
 "Georgia", 34.07087435, -84.27662754
 "Illinois", 40.69138305, -89.48212065
 "Pennsylvania", 40.57156, -80.01735
 "Georgia", 33.96935195, -84.0185677
 "New York", 40.86705315, -73.82579681
 "Georgia", 32.87848461, -83.76240274
 "New Jersey", 40.04259776, -74.1843009
 "Illinois", 41.8693531, -87.63275743
 "Massachusetts", 42.3948212, -71.07991079
 "Pennsylvania", 40.43889609, -80.14677365
 "Michigan", 42.54823293, -83.79862119
 "Delaware", 39.44688904, -75.74105285
 "Connecticut", 41.23486519, -73.0373229
 "Illinois", 42.0483247, -87.68192274
 "New York", 40.72181, -73.9873
 "Illinois", 42.04895655, -87.6847293
 "Delaware", 39.73610745, -75.56215191
 "Florida", 27.83667608, -82.68587764
 "New York", 41.09486237, -74.01643876
 "Ohio", 41.42094356, -82.66787052
 "North Carolina", 35.99663738, -78.89982535
 "Connecticut", 41.4174, -73.414376
 "Virginia", 38.91793197, -77.22074808
 "New York", 40.73405166, -73.99073727
 "Kentucky", 36.61774359, -88.31323187
 "Florida", 30.8108, -86.5855
 "Florida", 26.21705499, -81.77185392
 "Michigan", 42.26263681, -85.18547011
 "Florida", 27.8076, -80.4648
 "New York", 40.7431211, -73.976644
 "Florida", 27.8076, -80.4648
 "Rhode Island", 41.3615717, -71.7012809
 "Rhode Island", 41.3615717, -71.7012809
 "Florida", 27.83667608, -82.68587764
 "Florida", 27.8076, -80.4648
 "New York", 40.7161, -73.8506
 "Florida", 28.47015304, -81.44705603
 "Illinois", 42.04895655, -87.6847293
 "Florida", 28.55594022, -81.20062092
 "Florida", 30.26337167, -81.55416906
 "Michigan", 42.96930762, -83.16881776
 "New York", 40.73435692, -73.9901922
 "Wisconsin", 43.05797663, -89.51900482
 "Ohio", 40.37153, -82.4734
 "Florida", 28.53395761, -82.51398301
 "New York", 40.72076, -73.84348
 "Georgia", 32.55317985, -83.69376183
 "Virginia", 38.77199748, -77.138342
 "Illinois", 41.73917797, -87.63016064
 "Kentucky", 39.09504701, -84.49638605
 "Georgia", 34.01783104, -84.56440343
 "Maryland", 38.98234863, -77.09379985
 "Georgia", 33.959968, -84.300521
 "Georgia", 33.72439478, -84.73280781
 "Connecticut", 41.7138, -72.5258
 "Georgia", 34.03757995, -84.46392134
 "Georgia", 34.0290791, -84.77820859
 "Illinois", 42.02586218, -87.82966359
 "Pennsylvania", 40.3326, -76.8701
 "Georgia", 33.08931, -83.23462
 "New York", 40.582, -73.942
 "Tennessee", 36.12739, -86.76719
 "Georgia", 32.4896, -84.9404
 "Georgia", 33.7756509, -84.39420573
 "Georgia", 33.7756509, -84.39420573
 "Florida", 25.79006, -80.1857376
 "Florida", 25.79006, -80.1857376
 "Maryland", 39.64530156, -76.17386365
 "New York", 41.15979078, -74.09671138
 "Florida", 25.78444509, -80.13123805
 "New York", 40.80958557, -73.92781067
 "Michigan", 42.2745, -83.7393
 "Florida", 25.88098359, -80.16706293
 "Kentucky", 38.2289, -85.7495
 "Florida", 30.2648097, -81.6177012
 "Connecticut", 41.30099805, -72.9165777
 "Georgia", 34.043045, -84.30316
 "Ohio", 39.952, -83.0002
 "Ohio", 39.330325, -82.100877
 "New York", 40.75221956, -73.78701538
 "Ohio", 39.5103451, -84.74138
 "Illinois", 41.75380964, -87.73340464
 "Georgia", 32.4847794, -84.9872665
 "Florida", 26.12067, -80.1460199
 "Indiana", 41.6417, -85.4167
 "Pennsylvania", 40.28752891, -79.97028147
 "New York", 40.71539, -73.99153
 "New Jersey", 39.60268948, -75.54874584
 "South Carolina", 34.154097, -80.814384
 "Delaware", 39.7451995, -75.5695624
 "Delaware", 39.7451995, -75.5695624
 "Illinois", 41.9417831, -87.6536429
 "Florida", 27.9709, -82.4646
 "Georgia", 33.91698676, -84.29037111
 "Ohio", 41.395199, -81.550038
 "Georgia", 32.485125, -84.987178
 "Kentucky", 37.08363913, -88.64227778
 "Georgia", 33.73996, -84.34665
 "Virginia", 36.794458, -76.084452
 "Virginia", 36.794395, -76.084456
 "District of Columbia", 38.90592, -77.04239
 "Illinois", 41.9216714, -87.65262491
 "Maryland", 39.2903, -76.6125
 "Kentucky", 36.98628734, -86.45750818
 "Illinois", 41.798969, -87.587542
 "Massachusetts", 42.58887207, -71.78946138
 "New York", 42.439649, -76.49856924
 "Florida", 26.64398153, -81.87017813
 "Massachusetts", 42.331133, -71.127031
 "Florida", 29.4825404, -81.20395303
 "Maryland", 39.25036, -76.63873
 "Michigan", 42.4313169, -83.3191047
 "Georgia", 33.7489, -84.3881
 "New York", 40.67028911, -73.95640354
 "New York", 40.60638889, -74.04555556
 "Maryland", 38.9973512, -77.02732216
 "Georgia", 34.03262, -84.58292
 "Illinois", 41.8369, -87.6844
 "Florida", 26.513992, -80.171631
 "Illinois", 42.27067476, -88.95338668
 "New York", 40.73405166, -73.99073727
